"Hugo_Symbol"	"Frame_Shift_Del"	"Frame_Shift_Ins"	"In_Frame_Del"	"In_Frame_Ins"	"Missense_Mutation"	"Nonsense_Mutation"	"Nonstop_Mutation"	"Splice_Site"	"Translation_Start_Site"	"total"	"MutatedSamples"	"AlteredSamples"
"TRPM6"	0	0	0	0	0	1	0	0	0	1	1	1
"TRPM7"	0	0	0	0	1	0	0	0	0	1	1	1
"TRPS1"	0	0	1	0	0	0	0	0	0	1	1	1
"TRRAP"	0	0	0	0	1	0	0	0	0	1	1	1
"TSC2"	0	0	0	0	1	0	0	0	0	1	1	1
"TSPAN32"	0	0	0	0	1	0	0	0	0	1	1	1
"TSPYL1"	0	0	0	0	1	0	0	0	0	1	1	1
"TTC16"	0	0	0	0	1	0	0	0	0	1	1	1
"TTC23"	0	0	0	0	1	0	0	0	0	1	1	1
"TTC23L"	0	0	0	0	1	0	0	0	0	1	1	1
"TTC26"	0	0	0	0	1	0	0	0	0	1	1	1
"TTC28"	0	0	0	0	1	0	0	0	0	1	1	1
"TTC39A"	0	0	0	0	1	0	0	0	0	1	1	1
"TTC7A"	0	0	0	0	1	0	0	0	0	1	1	1
"TTC7B"	0	0	0	0	1	0	0	0	0	1	1	1
"TTLL7"	0	0	0	0	1	0	0	0	0	1	1	1
"TUB"	0	0	0	0	1	0	0	0	0	1	1	1
"TUBB1"	0	0	0	0	1	0	0	0	0	1	1	1
"TUBGCP2"	0	0	0	0	1	0	0	0	0	1	1	1
"TUBGCP6"	0	0	0	0	1	0	0	0	0	1	1	1
"TUFM"	0	0	0	0	1	0	0	0	0	1	1	1
"TUFT1"	0	0	1	0	0	0	0	0	0	1	1	1
"TULP3"	0	0	0	0	1	0	0	0	0	1	1	1
"TXNDC16"	0	0	0	0	0	1	0	0	0	1	1	1
"TXNIP"	0	0	0	0	1	0	0	0	0	1	1	1
"TYSND1"	0	0	0	0	1	0	0	0	0	1	1	1
"UBA2"	0	0	0	0	1	0	0	0	0	1	1	1
"UBA5"	0	0	0	0	0	1	0	0	0	1	1	1
"UBAC2"	0	0	0	0	1	0	0	0	0	1	1	1
"UBAP1L"	0	0	0	0	1	0	0	0	0	1	1	1
"UBE2J2"	0	0	0	0	1	0	0	0	0	1	1	1
"UBE2M"	0	0	0	0	1	0	0	0	0	1	1	1
"UBE2Q1"	0	0	0	0	1	0	0	0	0	1	1	1
"UBE2QL1"	0	0	0	0	1	0	0	0	0	1	1	1
"UBE2Z"	0	0	0	0	1	0	0	0	0	1	1	1
"UBE3C"	0	0	0	0	1	0	0	0	0	1	1	1
"UBIAD1"	0	0	0	0	1	0	0	0	0	1	1	1
"UBL7"	0	0	0	0	1	0	0	0	0	1	1	1
"UBN2"	0	0	0	0	1	0	0	0	0	1	1	1
"UBR1"	0	0	0	0	0	1	0	0	0	1	1	1
"UBR5"	0	0	0	0	1	0	0	0	0	1	1	1
"UBR7"	0	0	0	0	1	0	0	0	0	1	1	1
"UBTF"	0	1	0	0	0	0	0	0	0	1	1	1
"UFL1"	0	0	0	0	1	0	0	0	0	1	1	1
"UGT2A1"	0	0	0	0	0	1	0	0	0	1	1	1
"UGT2B15"	0	0	0	0	0	1	0	0	0	1	1	1
"UGT3A2"	0	0	0	0	1	0	0	0	0	1	1	1
"UNC13B"	0	0	0	0	1	0	0	0	0	1	1	1
"UNC13D"	0	0	0	0	0	0	0	1	0	1	1	1
"UNC45B"	0	0	0	0	1	0	0	0	0	1	1	1
"UNC5D"	0	0	0	0	1	0	0	0	0	1	1	1
"UNC79"	0	0	0	0	0	1	0	0	0	1	1	1
"UPF2"	0	0	0	0	1	0	0	0	0	1	1	1
"UPF3B"	0	0	0	0	1	0	0	0	0	1	1	1
"UPK1A"	0	0	0	0	1	0	0	0	0	1	1	1
"UQCR10"	0	0	0	0	0	1	0	0	0	1	1	1
"UQCRC1"	0	0	1	0	0	0	0	0	0	1	1	1
"URB2"	0	0	0	0	1	0	0	0	0	1	1	1
"URI1"	0	0	0	0	1	0	0	0	0	1	1	1
"USE1"	0	0	0	0	1	0	0	0	0	1	1	1
"USH1C"	0	0	0	0	0	0	0	1	0	1	1	1
"USH2A"	0	0	0	0	1	0	0	0	0	1	1	1
"USHBP1"	0	0	0	0	1	0	0	0	0	1	1	1
"USO1"	0	0	0	0	1	0	0	0	0	1	1	1
"USP26"	0	0	0	0	1	0	0	0	0	1	1	1
"USP28"	0	0	0	0	1	0	0	0	0	1	1	1
"USP32"	0	0	0	0	1	0	0	0	0	1	1	1
"USP34"	0	0	0	0	1	0	0	0	0	1	1	1
"USP37"	0	0	0	0	1	0	0	0	0	1	1	1
"USP40"	0	1	0	0	0	0	0	0	0	1	1	1
"USP53"	0	0	0	0	1	0	0	0	0	1	1	1
"USP6"	0	0	0	0	1	0	0	0	0	1	1	1
"USPL1"	1	0	0	0	0	0	0	0	0	1	1	1
"UTP14A"	0	0	0	0	1	0	0	0	0	1	1	1
"UTP18"	0	0	0	0	1	0	0	0	0	1	1	1
"VAC14"	0	0	0	0	1	0	0	0	0	1	1	1
"VARS2"	0	0	0	0	1	0	0	0	0	1	1	1
"VCAM1"	0	0	0	0	1	0	0	0	0	1	1	1
"VCPIP1"	0	0	0	0	1	0	0	0	0	1	1	1
"VEGFC"	0	0	0	0	0	1	0	0	0	1	1	1
"VN1R1"	0	0	0	0	1	0	0	0	0	1	1	1
"VPS13B"	0	0	0	0	1	0	0	0	0	1	1	1
"VPS13D"	0	0	0	0	1	0	0	0	0	1	1	1
"VPS39"	0	0	0	0	1	0	0	0	0	1	1	1
"VPS4A"	0	0	0	0	1	0	0	0	0	1	1	1
"VRTN"	0	0	0	0	1	0	0	0	0	1	1	1
"VSTM2B"	0	0	0	0	1	0	0	0	0	1	1	1
"VWA5B1"	0	0	0	0	1	0	0	0	0	1	1	1
"VWA5B2"	0	0	0	0	1	0	0	0	0	1	1	1
"VWF"	0	0	0	0	1	0	0	0	0	1	1	1
"WDR45B"	0	0	0	0	1	0	0	0	0	1	1	1
"WDR47"	0	0	0	0	1	0	0	0	0	1	1	1
"WDR49"	0	0	0	0	1	0	0	0	0	1	1	1
"WDR6"	0	0	0	0	1	0	0	0	0	1	1	1
"WDR62"	0	0	0	0	1	0	0	0	0	1	1	1
"WDR72"	0	0	0	0	1	0	0	0	0	1	1	1
"WDR75"	0	0	0	0	1	0	0	0	0	1	1	1
"WDR76"	0	0	0	0	1	0	0	0	0	1	1	1
"WDR91"	0	0	0	0	1	0	0	0	0	1	1	1
"WHSC1L1"	0	0	0	0	1	0	0	0	0	1	1	1
"WNK3"	0	0	0	0	1	0	0	0	0	1	1	1
"WNT4"	0	0	0	0	1	0	0	0	0	1	1	1
"WTAP"	0	0	0	0	1	0	0	0	0	1	1	1
"XIRP1"	0	0	0	0	1	0	0	0	0	1	1	1
"XIRP2"	0	0	0	0	1	0	0	0	0	1	1	1
"XKR3"	0	0	0	0	1	0	0	0	0	1	1	1
"XPNPEP1"	0	0	0	0	1	0	0	0	0	1	1	1
"XRCC2"	0	0	0	0	1	0	0	0	0	1	1	1
"YEATS4"	0	1	0	0	0	0	0	0	0	1	1	1
"YIPF6"	0	0	0	0	1	0	0	0	0	1	1	1
"YIPF7"	0	0	0	0	1	0	0	0	0	1	1	1
"YLPM1"	0	0	0	0	1	0	0	0	0	1	1	1
"YTHDF2"	1	0	0	0	0	0	0	0	0	1	1	1
"YWHAQ"	0	0	0	0	1	0	0	0	0	1	1	1
"ZAN"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBBX"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBED4"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBTB1"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBTB10"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBTB37"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBTB38"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBTB40"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBTB41"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBTB44"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBTB7A"	0	0	0	0	1	0	0	0	0	1	1	1
"ZBTB8B"	0	0	0	0	1	0	0	0	0	1	1	1
"ZC3H11A"	0	0	0	0	1	0	0	0	0	1	1	1
"ZDHHC14"	0	0	0	0	1	0	0	0	0	1	1	1
"ZDHHC15"	0	0	0	0	1	0	0	0	0	1	1	1
"ZDHHC17"	0	0	0	0	1	0	0	0	0	1	1	1
"ZDHHC5"	0	0	0	0	0	1	0	0	0	1	1	1
"ZFP2"	0	0	0	0	1	0	0	0	0	1	1	1
"ZFP91"	0	0	0	0	1	0	0	0	0	1	1	1
"ZFX"	0	0	0	0	1	0	0	0	0	1	1	1
"ZFYVE16"	0	0	0	0	0	0	0	1	0	1	1	1
"ZGPAT"	0	0	0	0	1	0	0	0	0	1	1	1
"ZIM3"	0	0	0	0	1	0	0	0	0	1	1	1
"ZMYM3"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF101"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF148"	0	0	0	0	0	1	0	0	0	1	1	1
"ZNF157"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF169"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF208"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF217"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF219"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF22"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF225"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF251"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF268"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF287"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF292"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF300"	0	1	0	0	0	0	0	0	0	1	1	1
"ZNF335"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF345"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF366"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF367"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF382"	0	0	0	0	0	1	0	0	0	1	1	1
"ZNF385B"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF419"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF436"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF442"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF454"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF462"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF469"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF485"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF496"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF501"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF502"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF518A"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF528"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF534"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF536"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF541"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF543"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF544"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF552"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF559-ZNF177"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF562"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF564"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF566"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF568"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF571"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF587B"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF606"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF620"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF628"	0	0	0	0	0	1	0	0	0	1	1	1
"ZNF646"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF648"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF665"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF667"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF677"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF682"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF687"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF691"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF697"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF7"	0	0	0	0	0	1	0	0	0	1	1	1
"ZNF701"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF714"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF740"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF761"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF763"	0	0	0	0	0	1	0	0	0	1	1	1
"ZNF775"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF777"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF780A"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF790"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF791"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF804A"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF804B"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF814"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF831"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF844"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF853"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF878"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNF91"	0	0	0	0	1	0	0	0	0	1	1	1
"ZNRF3"	0	0	0	0	1	0	0	0	0	1	1	1
"ZRANB3"	0	0	0	0	0	1	0	0	0	1	1	1
"ZSCAN12"	0	0	0	0	1	0	0	0	0	1	1	1
"ZSCAN23"	0	0	0	0	1	0	0	0	0	1	1	1
"ZSWIM1"	0	0	0	0	1	0	0	0	0	1	1	1
"ZSWIM6"	0	0	0	0	1	0	0	0	0	1	1	1
"ZXDC"	0	0	0	0	1	0	0	0	0	1	1	1
"ZZEF1"	0	0	0	0	1	0	0	0	0	1	1	1
